英単語,日本語意味,英語意味
wash,ウォッシュ,a thin coat of water-base paint
waste,無駄,any materials unused and rejected as worthless or unwanted
watch,見る,a small portable timepiece
water,水,binary compound that occurs at room temperature as a clear colorless odorless tasteless liquid; freezes into ice below 0 degrees centigrade and boils above 100 degrees centigrade; widely used as a solvent
wave,波,one of a series of ridges that moves across the surface of a liquid (especially across a large body of water)
way,仕方,how something is done or how it happens
weak,弱い,wanting in physical strength
wealth,富,the state of being rich and affluent; having a plentiful supply of material goods and money
wealthy,豊か,having an abundant supply of money or possessions of value
weapon,武器,any instrument or instrumentality used in fighting or hunting
wear,着る,impairment resulting from long use
weather,天気,the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation
wedding,結婚式,the social event at which the ceremony of marriage is performed
week,週間,any period of seven consecutive days
weekend,週末,a time period usually extending from Friday night through Sunday; more loosely defined as any period of successive days including one and only one Sunday
weekly,ウィークリー,a periodical that is published every week (or 52 issues per year)
weigh,量ります,have a certain weight
weight,重量,the vertical force exerted by a mass as a result of gravity
welcome,ようこそ,the state of being welcome
welfare,福祉,governmental provision of economic assistance to persons in need
well,上手,a deep hole or shaft dug or drilled to obtain water or oil or gas or brine
west,西,the countries of (originally) Europe and (now including) North America and South America
western,西洋の,a film about life in the western United States during the period of exploration and development
wet,ぬれました,wetness caused by water
whatever,なんでも,one or some or every or all without specification
wheel,ホイール,a simple machine consisting of a circular frame with spokes (or a solid disc) that can rotate on a shaft or axle (as in vehicles or other machines)
while,同時に,a period of indeterminate length (usually short) marked by some action or condition
whisper,囁き,speaking softly without vibration of the vocal cords
white,白い,a member of the Caucasoid race
who,WHO,a United Nations agency to coordinate international health activities and to help governments improve health services
