英単語,日本語意味,英語意味
vigorous,強,characterized by forceful and energetic action or activity
vigorously,勢い良く,with vigor; in a vigorous manner
villa,別荘,Mexican revolutionary leader (1877-1923)
villager,村人,one who has lived in a village most of their life
vinegar,お酢,sour-tasting liquid produced usually by oxidation of the alcohol in wine or cider and used as a condiment or food preservative
violate,犯します,fail to agree with; be in violation of; as of rules or patterns
virtually,実際に,in essence or effect but not in fact
virtue,美徳,the quality of doing what is right and avoiding what is wrong
visibly,目に見えて,in a visible manner
vital,肝要,urgently needed; absolutely necessary
vitamin,ビタミン,any of a group of organic substances essential in small quantities to normal metabolism
vocalist,ボーカリスト,a person who sings
volunteer,ボランティア,(military) a person who freely enlists for service
vomit,吐きます,the matter ejected in vomiting
voter,有権者,a citizen who has a legal right to vote
vow,誓い,a solemn pledge (to oneself or to another or to a deity) to do something or to behave in a certain manner
wage,工賃,something that remunerates
waist,ウェスト,the narrowing of the body between the ribs and hips
waistcoat,ウエストコート,a man's sleeveless garment worn underneath a coat
wait,待つ,time during which some action is awaited
walkabout,ウォークアバウト,a walking trip or tour
walker,ウォーカー,New Zealand runner who in 1975 became the first person to run a mile in less that 3 minutes and 50 seconds (born in 1952)
wallboard,壁板,a wide flat board used to cover walls or partitions; made from plaster or wood pulp or other materials and used primarily to form the interior walls of houses
walnut,くるみ,nut of any of various walnut trees having a wrinkled two-lobed seed with a hard shell
want,欲しいです,a state of extreme poverty
warship,軍艦,a government ship that is available for waging war
wartime,戦時,a period of time during which there is armed conflict
wasp,雀蜂,a white person of Anglo-Saxon ancestry who belongs to a Protestant denomination
water,水,binary compound that occurs at room temperature as a clear colorless odorless tasteless liquid; freezes into ice below 0 degrees centigrade and boils above 100 degrees centigrade; widely used as a solvent
waterproof,防水,any fabric impervious to water
weaken,弱める,lessen the strength of
weakly,弱いです,lacking bodily or muscular strength or vitality
wealthy,豊か,having an abundant supply of money or possessions of value
wearisome,うんざり,so lacking in interest as to cause mental weariness; ; ; ; ; ; - Edmund Burke; ; - Mark Twain
weary,疲れました,exhaust or get tired through overuse or great strain or stress
weave,織ります,pattern of weaving or structure of a fabric
wed,結婚した,the fourth day of the week; the third working day
weed,雑草,any plant that crowds out cultivated plants
welcome,ようこそ,the state of being welcome
welfare,福祉,governmental provision of economic assistance to persons in need
well-balanced,バランスのとれました,in an optimal state of balance or equilibrium
western,西洋の,a film about life in the western United States during the period of exploration and development
wheat,小麦,annual or biennial grass having erect flower spikes and light brown grains
whip,ホイップ,an instrument with a handle and a flexible lash that is used for whipping
whiskey,ウィスキー,a liquor made from fermented mash of grain
whisper,囁き,speaking softly without vibration of the vocal cords
whistle,ホイッスル,the sound made by something moving rapidly or by steam coming out of a small aperture
widen,広げます,become broader or wider or more extensive
widow,未亡人,a woman whose husband is dead especially one who has not remarried
width,幅,the extent of something from side to side
wilderness,荒野,(politics) a state of disfavor
will,意志,the capability of conscious choice and decision and intention; - George Meredith
willing,喜んで,the act of making a choice
willingly,喜んで,in a willing manner
win,勝つ,a victory (as in a race or other competition)
wind,風,air moving (sometimes with considerable force) from an area of high pressure to an area of low pressure
winding,巻き取り,the act of winding or twisting
windshield,フロントガラス,transparent screen (as of glass) to protect occupants of a vehicle
wink,ウィンク,a very short time (as the time it takes the eye to blink or the heart to beat)
wipe,ワイプ,the act of rubbing or wiping
wire,ワイヤー,ligament made of metal and used to fasten things or make cages or fences etc
wit,機転,a message whose ingenuity or verbal skill or incongruity has the power to evoke laughter
